Type of Alert,Date,Time,Zone,Latitude,Longitude,city,state,year,month,yearmonth
Multiple Gunshots,12/24/2015,21:00:00,KansasCityMO,39.046,-94.558,Kansas City,MO,2015,12,192
Single Gunshot,12/25/2015,7:00:00,KansasCityMO,39.059,-94.557,Kansas City,MO,2015,12,192
Gunshot or Firecracker,12/25/2015,7:00:00,KansasCityMO,39.059,-94.557,Kansas City,MO,2015,12,192
Multiple Gunshots,12/25/2015,7:00:00,KansasCityMO,39.059,-94.557,Kansas City,MO,2015,12,192
Gunshot or Firecracker,12/25/2015,15:00:00,KansasCityMO,39.069,-94.57,Kansas City,MO,2015,12,192
Multiple Gunshots,12/25/2015,22:00:00,KansasCityMO,39.063,-94.546,Kansas City,MO,2015,12,192
Multiple Gunshots,12/25/2015,22:00:00,KansasCityMO,39.063,-94.546,Kansas City,MO,2015,12,192
Multiple Gunshots,12/25/2015,22:00:00,KansasCityMO,39.063,-94.546,Kansas City,MO,2015,12,192
Multiple Gunshots,12/25/2015,22:00:00,KansasCityMO,39.065,-94.571,Kansas City,MO,2015,12,192
Multiple Gunshots,12/25/2015,22:00:00,KansasCityMO,39.062,-94.569,Kansas City,MO,2015,12,192
Multiple Gunshots,12/25/2015,22:00:00,KansasCityMO,39.067,-94.569,Kansas City,MO,2015,12,192
Single Gunshot,12/25/2015,23:00:00,KansasCityMO,39.062,-94.547,Kansas City,MO,2015,12,192
Single Gunshot,12/25/2015,23:00:00,KansasCityMO,39.044,-94.567,Kansas City,MO,2015,12,192
Multiple Gunshots,12/26/2015,0:00:00,KansasCityMO,39.066,-94.561,Kansas City,MO,2015,12,192
Multiple Gunshots,12/26/2015,0:00:00,KansasCityMO,39.046,-94.562,Kansas City,MO,2015,12,192
Multiple Gunshots,12/26/2015,13:00:00,KansasCityMO,39.045,-94.56,Kansas City,MO,2015,12,192
Single Gunshot,12/26/2015,0:00:00,KansasCityMO,39.065,-94.565,Kansas City,MO,2015,12,192
Multiple Gunshots,12/27/2015,5:00:00,KansasCityMO,39.068,-94.558,Kansas City,MO,2015,12,192
Single Gunshot,12/27/2015,5:00:00,KansasCityMO,39.068,-94.558,Kansas City,MO,2015,12,192
Single Gunshot,12/27/2015,5:00:00,KansasCityMO,39.068,-94.557,Kansas City,MO,2015,12,192
Single Gunshot,12/27/2015,5:00:00,KansasCityMO,39.049,-94.559,Kansas City,MO,2015,12,192
Single Gunshot,12/27/2015,10:00:00,KansasCityMO,39.065,-94.572,Kansas City,MO,2015,12,192
Multiple Gunshots,12/27/2015,11:00:00,KansasCityMO,39.057,-94.547,Kansas City,MO,2015,12,192
Multiple Gunshots,12/27/2015,18:00:00,KansasCityMO,39.063,-94.545,Kansas City,MO,2015,12,192
Single Gunshot,12/29/2015,2:00:00,KansasCityMO,39.067,-94.562,Kansas City,MO,2015,12,192
Gunshot or Firecracker,12/29/2015,13:00:00,KansasCityMO,39.065,-94.565,Kansas City,MO,2015,12,192
Gunshot or Firecracker,12/29/2015,19:00:00,KansasCityMO,39.043,-94.553,Kansas City,MO,2015,12,192
Single Gunshot,12/29/2015,23:00:00,KansasCityMO,39.053,-94.549,Kansas City,MO,2015,12,192
Multiple Gunshots,12/29/2015,23:00:00,KansasCityMO,39.05,-94.549,Kansas City,MO,2015,12,192
Multiple Gunshots,12/30/2015,0:00:00,KansasCityMO,39.045,-94.552,Kansas City,MO,2015,12,192
Multiple Gunshots,12/30/2015,0:00:00,KansasCityMO,39.045,-94.552,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,4:00:00,KansasCityMO,39.056,-94.556,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,16:00:00,KansasCityMO,39.043,-94.551,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,18:00:00,KansasCityMO,39.071,-94.566,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,19:00:00,KansasCityMO,39.054,-94.564,Kansas City,MO,2015,12,192
Single Gunshot,12/31/2015,19:00:00,KansasCityMO,39.047,-94.572,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,20:00:00,KansasCityMO,39.043,-94.556,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,20:00:00,KansasCityMO,39.043,-94.556,Kansas City,MO,2015,12,192
Single Gunshot,12/31/2015,20:00:00,KansasCityMO,39.048,-94.573,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,21:00:00,KansasCityMO,39.045,-94.555,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,21:00:00,KansasCityMO,39.057,-94.558,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,23:00:00,KansasCityMO,39.063,-94.55,Kansas City,MO,2015,12,192
Single Gunshot,12/31/2015,23:00:00,KansasCityMO,39.043,-94.566,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,23:00:00,KansasCityMO,39.052,-94.565,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,23:00:00,KansasCityMO,39.05,-94.549,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,23:00:00,KansasCityMO,39.055,-94.548,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,23:00:00,KansasCityMO,39.055,-94.548,Kansas City,MO,2015,12,192
Single Gunshot,12/31/2015,23:00:00,KansasCityMO,39.037,-94.561,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.055,-94.548,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.055,-94.548,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.052,-94.553,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.048,-94.549,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.04,-94.559,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.063,-94.552,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.05,-94.553,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.051,-94.554,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.048,-94.549,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.066,-94.553,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.061,-94.547,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.06,-94.546,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.054,-94.564,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.06,-94.557,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.041,-94.554,Kansas City,MO,2015,12,192
Single Gunshot,12/31/2015,0:00:00,KansasCityMO,39.041,-94.554,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.04,-94.555,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.041,-94.554,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.058,-94.564,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.058,-94.564,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.058,-94.564,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.05,-94.553,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.06,-94.55,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.033,-94.559,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.033,-94.558,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.05,-94.553,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.049,-94.569,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.042,-94.553,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.054,-94.575,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.057,-94.557,Kansas City,MO,2015,12,192
Single Gunshot,12/31/2015,0:00:00,KansasCityMO,39.048,-94.562,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.034,-94.555,Kansas City,MO,2015,12,192
Multiple Gunshots,12/31/2015,0:00:00,KansasCityMO,39.037,-94.561,Kansas City,MO,2015,12,192
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.037,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.063,-94.566,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.054,-94.56,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.064,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.056,-94.556,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.048,-94.547,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.055,-94.561,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.067,-94.57,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.061,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.059,-94.546,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.042,-94.555,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.059,-94.547,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.064,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.064,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.045,-94.57,Kansas City,MO,2016,1,193
Gunshot or Firecracker,1/1/2016,0:00:00,KansasCityMO,39.044,-94.552,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.058,-94.572,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.064,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.066,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.057,-94.56,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.04,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.056,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.063,-94.565,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.063,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.062,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,0:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.063,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.064,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.034,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.054,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.065,-94.57,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.056,-94.549,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,0:00:00,KansasCityMO,39.054,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,0:00:00,KansasCityMO,39.064,-94.568,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.064,-94.568,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.064,-94.568,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,0:00:00,KansasCityMO,39.044,-94.571,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.054,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.061,-94.546,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.063,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.063,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.054,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,0:00:00,KansasCityMO,39.058,-94.549,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.054,-94.561,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.051,-94.56,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.062,-94.564,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,1:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,1:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.064,-94.57,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.067,-94.569,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.067,-94.565,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.064,-94.557,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.066,-94.569,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.064,-94.557,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.054,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.055,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.054,-94.56,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.054,-94.56,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.053,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.065,-94.565,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.068,-94.557,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.067,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.066,-94.557,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.041,-94.57,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.068,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.06,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.064,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.054,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.054,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.056,-94.551,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,1:00:00,KansasCityMO,39.064,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,1:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.054,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.054,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.054,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.068,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.064,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.067,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.056,-94.557,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.056,-94.565,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.054,-94.551,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,1:00:00,KansasCityMO,39.05,-94.553,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.048,-94.546,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,1:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.065,-94.574,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.065,-94.574,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.067,-94.557,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,1:00:00,KansasCityMO,39.049,-94.551,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,1:00:00,KansasCityMO,39.055,-94.55,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.067,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.064,-94.558,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,1:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.044,-94.571,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.051,-94.553,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.043,-94.553,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.046,-94.547,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.048,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.045,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.045,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.066,-94.563,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.047,-94.565,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.053,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.035,-94.564,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.035,-94.565,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,1:00:00,KansasCityMO,39.061,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,2:00:00,KansasCityMO,39.061,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,2:00:00,KansasCityMO,39.062,-94.553,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,2:00:00,KansasCityMO,39.058,-94.552,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,2:00:00,KansasCityMO,39.05,-94.57,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,2:00:00,KansasCityMO,39.057,-94.555,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,2:00:00,KansasCityMO,39.057,-94.555,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,2:00:00,KansasCityMO,39.057,-94.555,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,2:00:00,KansasCityMO,39.056,-94.565,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,2:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,2:00:00,KansasCityMO,39.059,-94.547,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,2:00:00,KansasCityMO,39.06,-94.545,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,2:00:00,KansasCityMO,39.05,-94.548,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,3:00:00,KansasCityMO,39.037,-94.563,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,3:00:00,KansasCityMO,39.037,-94.563,Kansas City,MO,2016,1,193
Gunshot or Firecracker,1/1/2016,3:00:00,KansasCityMO,39.054,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,3:00:00,KansasCityMO,39.054,-94.559,Kansas City,MO,2016,1,193
Gunshot or Firecracker,1/1/2016,3:00:00,KansasCityMO,39.066,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,3:00:00,KansasCityMO,39.036,-94.563,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,3:00:00,KansasCityMO,39.064,-94.557,Kansas City,MO,2016,1,193
Gunshot or Firecracker,1/1/2016,3:00:00,KansasCityMO,39.053,-94.561,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,3:00:00,KansasCityMO,39.043,-94.56,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,3:00:00,KansasCityMO,39.055,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,3:00:00,KansasCityMO,39.055,-94.56,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,3:00:00,KansasCityMO,39.049,-94.549,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,3:00:00,KansasCityMO,39.049,-94.549,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,4:00:00,KansasCityMO,39.064,-94.557,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,4:00:00,KansasCityMO,39.064,-94.557,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,4:00:00,KansasCityMO,39.063,-94.556,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,5:00:00,KansasCityMO,39.044,-94.571,Kansas City,MO,2016,1,193
Gunshot or Firecracker,1/1/2016,5:00:00,KansasCityMO,39.052,-94.573,Kansas City,MO,2016,1,193
Single Gunshot,1/1/2016,5:00:00,KansasCityMO,39.05,-94.569,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,6:00:00,KansasCityMO,39.044,-94.565,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,7:00:00,KansasCityMO,39.061,-94.552,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,7:00:00,KansasCityMO,39.059,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,14:00:00,KansasCityMO,39.065,-94.549,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,17:00:00,KansasCityMO,39.042,-94.552,Kansas City,MO,2016,1,193
Multiple Gunshots,1/1/2016,23:00:00,KansasCityMO,39.058,-94.558,Kansas City,MO,2016,1,193
Single Gunshot,1/2/2016,1:00:00,KansasCityMO,39.065,-94.57,Kansas City,MO,2016,1,193
Multiple Gunshots,1/2/2016,3:00:00,KansasCityMO,39.041,-94.571,Kansas City,MO,2016,1,193
Single Gunshot,1/2/2016,3:00:00,KansasCityMO,39.042,-94.571,Kansas City,MO,2016,1,193
Multiple Gunshots,1/2/2016,18:00:00,KansasCityMO,39.055,-94.56,Kansas City,MO,2016,1,193
Multiple Gunshots,1/2/2016,22:00:00,KansasCityMO,39.046,-94.551,Kansas City,MO,2016,1,193
Single Gunshot,1/3/2016,3:00:00,KansasCityMO,39.045,-94.553,Kansas City,MO,2016,1,193
